ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11554857,JC102632,1/2/2019 19:00,034XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1731,17,30,16,6,1148153,1922531,2019,1/10/2019 15:16,41.9433731,-87.7308687,"(41.943373097, -87.730868697)"
11554865,JC102658,1/2/2019 17:00,044XX W SCHOOL ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1731,17,30,16,6,1146384,1921573,2019,1/10/2019 15:16,41.9407782,-87.73739522,"(41.940778195, -87.737395218)"
11554870,JC101534,1/1/2019 23:30,054XX N MASON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,16,45,11,6,1135550,1936042,2019,1/10/2019 15:16,41.98068232,-87.77686934,"(41.980682315, -87.776869336)"
11554872,JC102649,1/2/2019 17:20,051XX S RICHMOND ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,923,9,14,63,6,1157577,1870455,2019,1/10/2019 15:16,41.80028435,-87.69764804,"(41.800284352, -87.69764804)"
11554874,JC102639,1/2/2019 18:00,009XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,712,7,16,68,6,1171113,1868230,2019,1/10/2019 15:16,41.79389329,-87.64807244,"(41.793893286, -87.648072441)"
11554877,JC102590,1/3/2019 3:30,080XX S VERNON AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,631,6,6,44,3,1180636,1851895,2019,1/10/2019 15:16,41.74885479,-87.61365368,"(41.748854786, -87.613653676)"
11554888,JC102595,1/2/2019 15:00,056XX S KOSTNER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,813,8,13,62,6,1147992,1866912,2019,1/10/2019 15:16,41.79075095,-87.73289034,"(41.79075095, -87.732890338)"
11554907,JC102596,1/3/2019 3:14,051XX N NEENAH AVE,810,THEFT,OVER $500,STREET,TRUE,FALSE,1613,16,45,10,6,1131906,1933730,2019,1/10/2019 15:16,41.97440215,-87.79032486,"(41.974402145, -87.79032486)"
11554908,JC102628,1/3/2019 0:05,050XX N NEVA AVE,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1613,16,41,10,6,1127668,1933113,2019,1/10/2019 15:16,41.97278169,-87.80592353,"(41.972781689, -87.805923527)"
11554918,JC102624,1/2/2019 15:15,018XX N DAMEN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1434,14,32,22,6,1162738,1912129,2019,1/10/2019 15:16,41.91453555,-87.67755372,"(41.914535552, -87.677553715)"
11554920,JC102668,1/3/2019 8:13,019XX E 87TH ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,412,4,8,45,6,1190445,1847669,2019,1/10/2019 15:16,41.73702749,-87.57784633,"(41.737027489, -87.577846331)"
11554923,JC102685,1/2/2019 16:24,027XX W HARRISON ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1135,11,28,27,6,1158248,1897253,2019,1/10/2019 15:16,41.87380752,-87.69445629,"(41.873807522, -87.69445629)"
11554924,JC102609,1/3/2019 5:58,068XX S ASHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,FALSE,FALSE,725,7,17,67,5,1166850,1859459,2019,1/10/2019 15:16,41.76991675,-87.66395498,"(41.769916749, -87.663954978)"
11554929,JC102733,1/2/2019 21:00,021XX W HURON ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1221,12,1,24,6,1162010,1904653,2019,1/10/2019 15:16,41.89403609,-87.68043732,"(41.894036086, -87.680437321)"
11554931,JC102675,1/2/2019 18:30,045XX S DREXEL BLVD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,222,2,4,39,6,1183085,1875120,2019,1/10/2019 15:16,41.81252974,-87.60395785,"(41.812529737, -87.603957851)"
