Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
2.018E+13,3/27/2018,2220,3/27/2018,2220,ARSON,ARSON-RESIDENCE,NORTH,B,B3,WALLINGFORD
2.018E+13,3/27/2018,2230,3/30/2018,1616,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D1,SLU/CASCADE
2.018E+13,3/27/2018,2230,3/28/2018,1425,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,C,C2,MILLER PARK
2.018E+13,3/27/2018,2249,3/28/2018,45,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B2,PHINNEY RIDGE
2.018E+13,3/27/2018,2300,3/28/2018,1920,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,G,G3,MADRONA/LESCHI
2.018E+13,3/27/2018,2325,3/28/2018,224,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+13,3/27/2018,2330,3/28/2018,638,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+13,3/28/2018,0,4/4/2018,1425,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,D,D2,QUEEN ANNE
2.018E+13,3/28/2018,0,3/28/2018,1248,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F3,SOUTH PARK
2.018E+13,3/28/2018,1,3/28/2018,706,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q1,MAGNOLIA
2.018E+13,3/28/2018,53,3/28/2018,53,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+13,3/28/2018,130,3/28/2018,1819,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL
2.018E+13,3/28/2018,138,3/29/2018,42,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q3,QUEEN ANNE
2.018E+13,3/28/2018,141,3/28/2018,208,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+13,3/28/2018,249,3/28/2018,934,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q3,SLU/CASCADE
2.018E+13,3/28/2018,500,3/29/2018,1526,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,S,S3,RAINIER BEACH
2.018E+13,3/28/2018,511,3/28/2018,511,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,L,L3,LAKECITY
2.018E+13,3/28/2018,524,3/28/2018,524,ARSON,ARSON-OTHER,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,600,3/28/2018,1152,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/28/2018,630,3/28/2018,1904,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,O,O1,SODO
2.018E+13,3/28/2018,721,3/28/2018,810,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,G,G3,JUDKINS PARK/NORTH BEACON HILL
2.018E+13,3/28/2018,730,3/28/2018,1407,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F3,HIGHLAND PARK
2.018E+13,3/28/2018,745,3/28/2018,1335,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+13,3/28/2018,830,3/28/2018,1753,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/28/2018,900,3/28/2018,936,THEFT-BUILDING,THEFT-BUILDING,SOUTH,O,O1,SODO
2.018E+13,3/28/2018,930,3/28/2018,1144,THEFT-ALL OTHER,THEFT-MAIL,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2.018E+13,3/28/2018,930,3/28/2018,1606,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,930,3/28/2018,2221,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+13,3/28/2018,937,3/28/2018,937,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U1,ROOSEVELT/RAVENNA
2.018E+13,3/28/2018,1030,3/29/2018,23,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,PHINNEY RIDGE
2.018E+13,3/28/2018,1031,3/28/2018,1236,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,1040,3/28/2018,1140,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,WEST,D,D3,SLU/CASCADE
2.018E+13,3/28/2018,1048,3/28/2018,1048,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL
2.018E+13,3/28/2018,1050,3/29/2018,1056,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2.018E+13,3/28/2018,1100,3/28/2018,1254,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,1111,3/28/2018,1247,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,PHINNEY RIDGE
2.018E+13,3/28/2018,1113,3/28/2018,1210,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+13,3/28/2018,1135,3/28/2018,1752,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N3,NORTHGATE
2.018E+13,3/28/2018,1145,3/29/2018,955,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U2,UNIVERSITY
2.018E+13,3/28/2018,1152,3/28/2018,1152,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/28/2018,1200,4/11/2018,1634,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,WEST,D,D2,QUEEN ANNE
2.018E+13,3/28/2018,1200,3/29/2018,851,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U2,UNIVERSITY
2.018E+13,3/28/2018,1200,3/31/2018,1104,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D2,QUEEN ANNE
2.018E+13,3/28/2018,1200,3/28/2018,1200,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F3,HIGHLAND PARK
2.018E+13,3/28/2018,1205,3/28/2018,1235,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+13,3/28/2018,1259,3/28/2018,1259,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D1,BELLTOWN
2.018E+13,3/28/2018,1326,3/28/2018,1503,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,1345,3/29/2018,914,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E2,CAPITOL HILL
2.018E+13,3/28/2018,1400,3/30/2018,1534,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+13,3/28/2018,1400,3/28/2018,1841,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,SOUTH PARK
2.018E+13,3/28/2018,1408,3/28/2018,1816,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C3,MADRONA/LESCHI
2.018E+13,3/28/2018,1418,3/28/2018,1823,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D1,BELLTOWN
2.018E+13,3/28/2018,1430,4/12/2018,2206,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,1439,3/30/2018,1634,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2.018E+13,3/28/2018,1500,3/29/2018,1727,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+13,3/28/2018,1500,4/3/2018,2041,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N2,NORTHGATE
2.018E+13,3/28/2018,1530,3/28/2018,1553,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
2.018E+13,3/28/2018,1530,4/2/2018,827,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q1,MAGNOLIA
2.018E+13,3/28/2018,1545,3/29/2018,807,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2.018E+13,3/28/2018,1556,3/30/2018,1424,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2.018E+13,3/28/2018,1600,3/29/2018,1702,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q1,MAGNOLIA
2.018E+13,3/28/2018,1600,3/30/2018,902,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J3,GREENWOOD
2.018E+13,3/28/2018,1600,3/31/2018,1749,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,PHINNEY RIDGE
2.018E+13,3/28/2018,1600,3/31/2018,1312,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL
2.018E+13,3/28/2018,1608,3/28/2018,1608,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D3,SLU/CASCADE
2.018E+13,3/28/2018,1614,3/28/2018,1614,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,HILLMAN CITY
2.018E+13,3/28/2018,1650,3/28/2018,1650,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F1,HIGH POINT
2.018E+13,3/28/2018,1656,3/28/2018,1714,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,1700,3/29/2018,1137,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C2,CENTRAL AREA/SQUIRE PARK
2.018E+13,3/28/2018,1700,3/29/2018,1042,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,WEST,D,D1,SLU/CASCADE
2.018E+13,3/28/2018,1700,3/28/2018,2141,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+13,3/28/2018,1700,4/3/2018,1537,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,O,O3,GEORGETOWN
2.018E+13,3/28/2018,1720,3/28/2018,1720,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,954,3/28/2018,954,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/28/2018,1743,3/28/2018,1955,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/28/2018,1750,3/29/2018,0,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J1,GREENWOOD
2.018E+13,3/28/2018,1800,3/31/2018,1208,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+13,3/28/2018,1830,4/4/2018,1918,THEFT-BICYCLE,THEFT-BICYCLE,EAST,E,E2,CAPITOL HILL
2.018E+13,3/28/2018,1900,4/4/2018,1353,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J1,GREENWOOD
2.018E+13,3/28/2018,1900,3/29/2018,757,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FREMONT
2.018E+13,3/28/2018,1909,3/28/2018,1945,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,1930,3/29/2018,516,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F3,HIGHLAND PARK
2.018E+13,3/28/2018,1930,3/28/2018,2127,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U2,UNIVERSITY
2.018E+13,3/28/2018,1943,3/28/2018,1943,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,D,D2,SLU/CASCADE
2.018E+13,3/28/2018,2015,3/29/2018,738,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BALLARD NORTH
2.018E+13,3/28/2018,2100,3/29/2018,747,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,FREMONT
2.018E+13,3/28/2018,2125,3/28/2018,2134,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/28/2018,2130,3/29/2018,844,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F1,PIGEON POINT
2.018E+13,3/28/2018,2135,3/28/2018,2141,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/28/2018,2200,3/30/2018,849,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,2209,3/28/2018,2209,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+13,3/28/2018,2212,3/28/2018,2212,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N3,GREENWOOD
2.018E+13,3/28/2018,2238,3/28/2018,2238,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,SOUTH,R,R2,MOUNT BAKER
2.018E+13,3/28/2018,2300,3/30/2018,945,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+13,3/28/2018,2310,3/29/2018,2122,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,N,N3,NORTHGATE
2.018E+13,3/29/2018,0,3/29/2018,750,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C1,MILLER PARK
2.018E+13,3/29/2018,0,3/29/2018,830,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
2.018E+13,3/29/2018,0,4/4/2018,1520,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K2,PIONEER SQUARE
2.018E+13,3/29/2018,0,4/4/2018,1205,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL
2.018E+13,3/29/2018,0,4/10/2018,1038,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,NEW HOLLY
2.018E+13,3/29/2018,0,4/5/2018,159,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/29/2018,2,3/29/2018,1439,THEFT-ALL OTHER,THEFT-MAIL,NORTH,N,N3,GREENWOOD
2.018E+13,3/29/2018,20,3/29/2018,256,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,U,U2,UNIVERSITY
2.018E+13,3/29/2018,35,3/29/2018,2043,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+13,3/29/2018,100,3/30/2018,1019,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B3,WALLINGFORD
2.018E+13,3/29/2018,109,3/29/2018,109,ROBBERY-STREET,ROBBERY-STREET-GUN,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+13,3/29/2018,149,3/29/2018,235,ROBBERY-STREET,ROBBERY-STREET-GUN,UNKNOWN,,,UNKNOWN
2.018E+13,3/29/2018,247,3/29/2018,247,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,K,K3,PIONEER SQUARE
2.018E+13,3/29/2018,300,3/29/2018,1413,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D2,SLU/CASCADE
2.018E+13,3/29/2018,315,3/29/2018,1649,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,PHINNEY RIDGE
2.018E+13,3/29/2018,330,3/29/2018,334,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
2.018E+13,3/29/2018,408,3/29/2018,408,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+13,3/29/2018,420,3/29/2018,420,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+13,3/29/2018,500,4/2/2018,1041,THEFT-ALL OTHER,THEFT-COINOP,NORTH,J,J2,GREENWOOD
2.018E+13,3/29/2018,600,3/29/2018,1122,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E3,CAPITOL HILL
2.018E+13,3/29/2018,640,3/29/2018,640,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,640,3/29/2018,724,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,720,3/29/2018,1643,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL
2.018E+13,3/29/2018,800,4/9/2018,1244,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N1,BITTERLAKE
2.018E+13,3/29/2018,810,3/29/2018,1703,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+13,3/29/2018,846,3/29/2018,846,ROBBERY-RESIDENTIAL,ROBBERY-RESIDENCE-WEAPON,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+13,3/29/2018,900,3/29/2018,2250,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R1,NORTH BEACON HILL
2.018E+13,3/29/2018,957,3/29/2018,957,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,1000,3/31/2018,937,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,C,C1,CENTRAL AREA/SQUIRE PARK
2.018E+13,3/29/2018,1015,3/29/2018,1022,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/29/2018,1150,3/29/2018,1159,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/29/2018,1200,3/29/2018,1537,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W1,NORTH ADMIRAL
2.018E+13,3/29/2018,1200,3/31/2018,1048,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,F,F1,NORTH DELRIDGE
2.018E+13,3/29/2018,1200,3/29/2018,1358,THEFT-ALL OTHER,THEFT-PKPOCKET,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,1200,3/29/2018,1955,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F1,NORTH DELRIDGE
2.018E+13,3/29/2018,1213,3/29/2018,1213,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G2,JUDKINS PARK/NORTH BEACON HILL
2.018E+13,3/29/2018,1216,3/29/2018,1357,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+13,3/29/2018,1235,3/29/2018,1245,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/29/2018,1236,3/29/2018,1431,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL
2.018E+13,3/29/2018,1256,3/29/2018,1256,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+13,3/29/2018,1300,3/29/2018,1900,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,O,O2,GEORGETOWN
2.018E+13,3/29/2018,1300,4/17/2018,1830,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL
2.018E+13,3/29/2018,1400,4/2/2018,1628,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,PHINNEY RIDGE
2.018E+13,3/29/2018,1439,3/29/2018,1439,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2.018E+13,3/29/2018,1439,3/29/2018,1439,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E2,CAPITOL HILL
2.018E+13,3/29/2018,1500,4/1/2018,1555,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E2,CAPITOL HILL
2.018E+13,3/29/2018,1503,3/29/2018,1503,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,R,R1,NORTH BEACON HILL
2.018E+13,3/29/2018,1530,3/29/2018,1658,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/29/2018,1545,3/29/2018,1548,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C2,CENTRAL AREA/SQUIRE PARK
2.018E+13,3/29/2018,1640,3/30/2018,1034,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,1640,3/30/2018,2034,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,1650,3/29/2018,1820,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+13,3/29/2018,1700,3/30/2018,639,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,L,L3,LAKECITY
2.018E+13,3/29/2018,1710,3/29/2018,1803,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+13,3/29/2018,1716,3/29/2018,1816,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O3,GEORGETOWN
2.018E+13,3/29/2018,1716,3/29/2018,1716,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,1720,3/29/2018,1739,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/29/2018,1725,3/29/2018,1725,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,EAST,E,E3,FIRST HILL
2.018E+13,3/29/2018,1730,3/31/2018,1629,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/29/2018,1750,4/1/2018,1928,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F1,PIGEON POINT
2.018E+13,3/29/2018,1758,3/29/2018,1826,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/29/2018,1800,3/30/2018,920,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+13,3/29/2018,1800,3/30/2018,2107,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,NORTH,L,L3,LAKECITY
2.018E+13,3/29/2018,1800,3/30/2018,1029,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W2,ALKI
2.018E+13,3/29/2018,1805,3/29/2018,1810,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/29/2018,1830,4/2/2018,617,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,N,N1,GREENWOOD
2.018E+13,3/29/2018,1837,3/29/2018,1901,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/29/2018,1843,3/29/2018,1923,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D1,BELLTOWN
2.018E+13,3/29/2018,1858,3/29/2018,1957,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L2,NORTHGATE
2.018E+13,3/29/2018,1924,3/29/2018,1941,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,3/29/2018,1925,3/29/2018,1925,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,PIONEER SQUARE
2.018E+13,3/29/2018,1930,3/30/2018,1822,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,D,D1,BELLTOWN
2.018E+13,3/29/2018,1946,3/29/2018,2006,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+13,3/29/2018,1952,3/29/2018,1952,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,R,R2,MOUNT BAKER
2.018E+13,3/29/2018,2000,3/31/2018,1610,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,J,J1,GREENWOOD
2.018E+13,3/29/2018,2007,3/29/2018,2007,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+13,3/29/2018,2030,4/6/2018,1244,THEFT-BICYCLE,THEFT-BICYCLE,EAST,C,C2,CENTRAL AREA/SQUIRE PARK
2.018E+13,3/29/2018,2100,3/30/2018,630,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B1,BALLARD SOUTH
2.018E+13,3/29/2018,2100,3/30/2018,759,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W1,ALKI
2.018E+13,3/29/2018,2100,3/30/2018,803,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B1,BALLARD SOUTH
2.018E+13,3/29/2018,2104,3/29/2018,2104,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,Q,Q3,QUEEN ANNE
