Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
20180000900896,01/27/2018,500,01/28/2018,526,THEFT-ALL OTHER,THEFT-OTH,UNKNOWN,,,UNKNOWN
2018000032572,01/27/2018,536,01/27/2018,536,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F1,HIGHLAND PARK
2018000035041,01/27/2018,538,01/29/2018,1053,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,GEORGETOWN
2018000032634,01/27/2018,746,01/27/2018,819,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
20180000900922,01/27/2018,800,01/28/2018,1834,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W2,ALASKA JUNCTION
2018000032672,01/27/2018,849,01/27/2018,849,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C1,MONTLAKE/PORTAGE BAY
2018000032683,01/27/2018,856,01/27/2018,856,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,FREMONT
2018000034964,01/27/2018,900,01/29/2018,945,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,G,G1,FIRST HILL
2018000032701,01/27/2018,925,01/27/2018,925,THEFT-ALL OTHER,THEFT-MAIL,SOUTH,S,S3,RAINIER VIEW
2018000037705,01/27/2018,1000,01/31/2018,1216,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G2,MADRONA/LESCHI
2018000032748,01/27/2018,1014,01/27/2018,2004,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R3,COLUMBIA CITY
2018000035180,01/27/2018,1030,01/29/2018,1252,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BALLARD NORTH
20180000901091,01/27/2018,1030,02/01/2018,2232,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL
2018000034378,01/27/2018,1100,01/28/2018,2201,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C1,CAPITOL HILL
2018000032808,01/27/2018,1109,01/27/2018,1109,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,NORTH DELRIDGE
2018000033813,01/27/2018,1200,01/28/2018,627,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N2,NORTHGATE
2018000032906,01/27/2018,1235,01/27/2018,1645,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2018000033030,01/27/2018,1245,01/27/2018,1658,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000061104,01/27/2018,1345,02/18/2018,1112,ROBBERY-RESIDENTIAL,ROBBERY-RESIDENCE-WEAPON,EAST,C,C1,CAPITOL HILL
2018000033006,01/27/2018,1353,01/27/2018,1353,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
2018000033920,01/27/2018,1400,01/28/2018,917,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R2,CLAREMONT/RAINIER VISTA
2018000033021,01/27/2018,1402,01/27/2018,1556,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U1,ROOSEVELT/RAVENNA
2018000033043,01/27/2018,1421,01/27/2018,1421,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,W,W2,ALASKA JUNCTION
2018000036599,01/27/2018,1430,01/30/2018,1738,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F3,HIGHLAND PARK
2018000033156,01/27/2018,1628,01/27/2018,1628,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,BALLARD NORTH
2018000033195,01/27/2018,1707,01/27/2018,1715,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2018000033214,01/27/2018,1730,01/27/2018,1757,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L3,LAKECITY
2018000033990,01/27/2018,1800,01/28/2018,1111,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q2,QUEEN ANNE
2018000041964,01/27/2018,1800,02/03/2018,1621,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D3,SLU/CASCADE
2018000033312,01/27/2018,1830,01/27/2018,1928,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2018000033331,01/27/2018,1830,01/27/2018,2037,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000033306,01/27/2018,1830,01/27/2018,1911,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N1,BITTERLAKE
2018000033265,01/27/2018,1832,01/27/2018,1832,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2018000034062,01/27/2018,1845,01/28/2018,1227,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U1,ROOSEVELT/RAVENNA
2018000043010,01/27/2018,1930,02/04/2018,1410,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D3,SLU/CASCADE
2018000035227,01/27/2018,1943,01/29/2018,1327,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2018000033334,01/27/2018,1949,01/27/2018,1949,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L1,LAKECITY
2018000033867,01/27/2018,2000,01/28/2018,817,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,UNIVERSITY
2018000034385,01/27/2018,2000,01/28/2018,1834,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER VIEW
2018000033860,01/27/2018,2030,01/28/2018,1130,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D3,EASTLAKE - WEST
2018000033436,01/27/2018,2030,01/27/2018,2238,ARSON,ARSON-RESIDENCE,NORTH,U,U1,UNIVERSITY
2018000034195,01/27/2018,2100,01/28/2018,1501,ROBBERY-STREET,ROBBERY-STREET-WEAPON,NORTH,N,N3,NORTHGATE
2018000037921,01/27/2018,2230,01/31/2018,1513,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000033862,01/27/2018,2300,01/28/2018,817,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F3,SOUTH PARK
2018000034444,01/27/2018,2359,01/28/2018,2024,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,NORTH,U,U2,UNIVERSITY
20180000900978,01/28/2018,0,01/30/2018,1116,THEFT-ALL OTHER,THEFT-MAIL,NORTH,U,U1,UNIVERSITY
20180000900913,01/28/2018,15,01/28/2018,1513,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R2,MOUNT BAKER
20180000900945,01/28/2018,300,01/29/2018,1523,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L2,NORTHGATE
2018000033718,01/28/2018,310,01/28/2018,714,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000033761,01/28/2018,432,01/28/2018,435,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D1,BELLTOWN
2018000033865,01/28/2018,506,01/28/2018,907,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,M,M1,DOWNTOWN COMMERCIAL
2018000033796,01/28/2018,539,01/28/2018,539,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E1,CAPITOL HILL
2018000033799,01/28/2018,549,01/28/2018,549,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E3,FIRST HILL
2018000033838,01/28/2018,730,01/28/2018,746,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L2,LAKECITY
2018000034843,01/28/2018,750,01/29/2018,759,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,SOUTHWEST,F,F1,HIGH POINT
2018000034861,01/28/2018,800,01/29/2018,816,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,L,L3,LAKECITY
2018000033887,01/28/2018,848,01/28/2018,848,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,G,G3,MADRONA/LESCHI
2018000033994,01/28/2018,950,01/28/2018,1229,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000036247,01/28/2018,1000,01/30/2018,1044,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2018000034065,01/28/2018,1033,01/31/2018,1729,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2018000034039,01/28/2018,1130,01/28/2018,1243,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U1,ROOSEVELT/RAVENNA
2018000035691,01/28/2018,1130,01/30/2018,21,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTHWEST,F,F1,NORTH DELRIDGE
2018000034030,01/28/2018,1158,01/28/2018,1158,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D3,SLU/CASCADE
2018000046687,01/28/2018,1200,02/07/2018,904,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C2,MADISON PARK
20180000109349,01/28/2018,1207,03/28/2018,1207,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J3,ROOSEVELT/RAVENNA
2018000034047,01/28/2018,1209,01/28/2018,1431,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U1,UNIVERSITY
2018000041445,01/28/2018,1300,02/03/2018,757,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F3,HIGHLAND PARK
2018000034134,01/28/2018,1332,01/28/2018,1354,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
2018000034210,01/28/2018,1405,01/28/2018,1622,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000034177,01/28/2018,1437,01/28/2018,1437,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,EAST,E,E2,CAPITOL HILL
2018000033993,01/28/2018,1500,01/28/2018,1507,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000034228,01/28/2018,1543,01/28/2018,1543,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,C,C1,MONTLAKE/PORTAGE BAY
2018000034239,01/28/2018,1559,01/28/2018,1559,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,N,N2,BITTERLAKE
2018000037000,01/28/2018,1600,01/30/2018,2057,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U1,ROOSEVELT/RAVENNA
20180000900920,01/28/2018,1630,01/28/2018,1754,THEFT-ALL OTHER,THEFT-PRSNATCH,NORTH,J,J3,ROOSEVELT/RAVENNA
2018000036554,01/28/2018,1700,01/30/2018,1427,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W3,FAUNTLEROY SW
2018000034401,01/28/2018,1700,01/28/2018,1921,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000034295,01/28/2018,1702,01/28/2018,1800,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U1,UNIVERSITY
2018000034298,01/28/2018,1709,01/28/2018,1709,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,S,S2,BRIGHTON/DUNLAP
20180000900924,01/28/2018,1745,01/28/2018,1925,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
2018000034470,01/28/2018,1810,01/29/2018,925,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000034790,01/28/2018,1827,01/29/2018,653,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N3,NORTHGATE
2018000034525,01/28/2018,1830,01/28/2018,2152,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTH,O,O1,SODO
2018000034977,01/28/2018,1830,01/29/2018,1440,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D3,SLU/CASCADE
2018000034387,01/28/2018,1902,01/28/2018,1902,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G3,JUDKINS PARK/NORTH BEACON HILL
2018000034409,01/28/2018,1937,01/28/2018,1937,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C1,MILLER PARK
2018000034959,01/28/2018,2000,01/29/2018,943,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J1,BALLARD NORTH
2018000034774,01/28/2018,2000,01/29/2018,1413,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B3,FREMONT
2018000035196,01/28/2018,2100,01/29/2018,1303,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D1,SLU/CASCADE
2018000035092,01/28/2018,2130,01/29/2018,1148,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N1,BITTERLAKE
2018000034784,01/28/2018,2130,01/29/2018,1105,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B3,FREMONT
2018000035030,01/28/2018,2200,01/29/2018,1246,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,K,K2,PIONEER SQUARE
2018000034840,01/28/2018,2230,01/29/2018,756,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,U,U2,UNIVERSITY
2018000035146,01/28/2018,2230,01/29/2018,1234,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S3,RAINIER BEACH
2018000034552,01/28/2018,2237,01/28/2018,2247,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BALLARD SOUTH
2018000034582,01/28/2018,2335,01/28/2018,2335,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2018000036133,01/28/2018,2343,01/30/2018,915,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,C,C3,MADISON PARK
2018000034770,01/28/2018,2359,01/29/2018,615,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL
2018000053643,01/29/2018,0,02/12/2018,1300,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,C,C1,CAPITOL HILL
2018000035449,01/29/2018,100,01/29/2018,1809,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,WALLINGFORD
2018000034667,01/29/2018,200,01/29/2018,246,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CENTRAL AREA/SQUIRE PARK
2018000035365,01/29/2018,200,01/29/2018,1518,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,N,N2,BITTERLAKE
2018000034675,01/29/2018,323,01/29/2018,323,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000034698,01/29/2018,413,01/29/2018,413,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N3,NORTHGATE
2018000034723,01/29/2018,443,01/29/2018,714,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U2,UNIVERSITY
2018000034736,01/29/2018,509,01/29/2018,509,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E1,CAPITOL HILL
2018000034802,01/29/2018,707,01/29/2018,813,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J3,ROOSEVELT/RAVENNA
2018000034835,01/29/2018,750,01/29/2018,750,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,GREENWOOD
2018000038001,01/29/2018,800,01/31/2018,1736,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,W,W2,ALASKA JUNCTION
20180000900992,01/29/2018,800,01/30/2018,1720,THEFT-ALL OTHER,THEFT-MAIL,NORTH,L,L2,NORTHGATE
2018000035003,01/29/2018,802,01/29/2018,1101,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,W,W2,ALASKA JUNCTION
2018000034903,01/29/2018,847,01/29/2018,847,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2018000048081,01/29/2018,900,02/08/2018,813,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BALLARD SOUTH
2018000034945,01/29/2018,945,01/30/2018,1036,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000034982,01/29/2018,1003,01/29/2018,1003,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K2,PIONEER SQUARE
2018000035005,01/29/2018,1020,01/29/2018,1020,MOTOR VEHICLE THEFT,VEH-THEFT-HVYEQUIP,SOUTHWEST,F,F3,SOUTH PARK
2018000035369,01/29/2018,1035,01/29/2018,1523,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B3,WALLINGFORD
2018000035040,01/29/2018,1049,01/29/2018,1049,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F3,SOUTH PARK
2018000035047,01/29/2018,1102,01/29/2018,1102,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
2018000036285,01/29/2018,1130,01/30/2018,1540,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U2,UNIVERSITY
2018000036830,01/29/2018,1130,01/30/2018,1909,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BALLARD SOUTH
2018000035115,01/29/2018,1145,01/29/2018,1356,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20180000900987,01/29/2018,1200,01/30/2018,1524,THEFT-ALL OTHER,THEFT-MAIL,NORTH,J,J1,BALLARD NORTH
2018000035123,01/29/2018,1200,01/29/2018,1634,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L1,LAKECITY
2018000035218,01/29/2018,1217,01/29/2018,1530,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
2018000035137,01/29/2018,1220,01/29/2018,1228,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
2018000035609,01/29/2018,1230,01/30/2018,40,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
2018000035566,01/29/2018,1230,01/29/2018,2212,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R1,MID BEACON HILL
2018000035238,01/29/2018,1325,01/29/2018,1400,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20180000901261,01/29/2018,1325,02/07/2018,1332,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,HIGH POINT
2018000035272,01/29/2018,1345,01/29/2018,1751,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL
2018000035261,01/29/2018,1345,01/29/2018,1349,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L3,LAKECITY
20180000901164,01/29/2018,1345,02/04/2018,1351,THEFT-ALL OTHER,THEFT-MAIL,WEST,Q,Q3,QUEEN ANNE
20180000901247,01/29/2018,1415,02/06/2018,1759,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L2,NORTHGATE
2018000035361,01/29/2018,1444,01/31/2018,1011,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2018000035377,01/29/2018,1520,01/29/2018,1520,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N2,NORTHGATE
20180000900983,01/29/2018,1530,01/30/2018,1428,THEFT-BUILDING,THEFT-BUILDING,EAST,C,C1,CAPITOL HILL
2018000035414,01/29/2018,1558,01/29/2018,1558,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M2,DOWNTOWN COMMERCIAL
2018000035504,01/29/2018,1615,01/29/2018,2050,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000035459,01/29/2018,1640,01/29/2018,1741,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L1,LAKECITY
2018000035682,01/29/2018,1650,01/29/2018,2024,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
2018000039366,01/29/2018,1700,02/01/2018,1532,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E3,FIRST HILL
2018000035530,01/29/2018,1715,01/29/2018,1819,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,WEST,M,M3,DOWNTOWN COMMERCIAL
2018000035565,01/29/2018,1717,02/22/2018,930,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2018000035590,01/29/2018,1717,01/29/2018,1832,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2018000036752,01/29/2018,1730,01/30/2018,1737,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W2,ALASKA JUNCTION
20180000900985,01/29/2018,1730,01/30/2018,1445,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,FREMONT
2018000035703,01/29/2018,1745,01/29/2018,2050,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C2,MONTLAKE/PORTAGE BAY
2018000035545,01/29/2018,1749,01/30/2018,334,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2018000035596,01/29/2018,1821,01/29/2018,1843,THEFT-BUILDING,THEFT-BUILDING,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2018000046021,01/29/2018,1827,02/28/2018,1342,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,O,O2,GEORGETOWN
2018000036142,01/29/2018,1900,01/30/2018,918,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,COLUMBIA CITY
2018000035621,01/29/2018,1916,01/29/2018,2048,THEFT-BUILDING,THEFT-BUILDING,EAST,C,C1,CAPITOL HILL
2018000036700,01/29/2018,1940,01/30/2018,1618,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S2,BRIGHTON/DUNLAP
2018000035498,01/29/2018,1941,01/29/2018,1941,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R2,MOUNT BAKER
2018000036649,01/29/2018,2000,01/30/2018,1610,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N1,BITTERLAKE
2018000036123,01/29/2018,2000,01/30/2018,903,THEFT-BICYCLE,THEFT-BICYCLE,WEST,D,D3,EASTLAKE - WEST
2018000035661,01/29/2018,2007,01/29/2018,2055,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L3,SANDPOINT
2018000035769,01/29/2018,2020,01/29/2018,2215,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U3,SANDPOINT
2018000035706,01/29/2018,2050,01/29/2018,2128,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,SLU/CASCADE
2018000039205,01/29/2018,2100,01/29/2018,2100,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E3,FIRST HILL
2018000036319,01/29/2018,2200,01/30/2018,1150,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B3,FREMONT
2018000036132,01/29/2018,2200,01/30/2018,948,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,J,J1,GREENWOOD
2018000036787,01/29/2018,2200,01/30/2018,1743,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B2,FREMONT
2018000035792,01/29/2018,2259,01/29/2018,2259,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D1,BELLTOWN
2018000046927,01/30/2018,0,02/07/2018,1202,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B2,FREMONT
2018000037607,01/30/2018,0,01/31/2018,1415,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L2,NORTHGATE
2018000036023,01/30/2018,150,01/30/2018,807,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W1,NORTH ADMIRAL
2018000035893,01/30/2018,206,01/30/2018,206,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U3,ROOSEVELT/RAVENNA
2018000036703,01/30/2018,230,01/30/2018,1601,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,FREMONT
2018000036912,01/30/2018,328,01/30/2018,1910,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B1,BALLARD SOUTH
2018000036164,01/30/2018,350,01/30/2018,1619,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,K,K1,DOWNTOWN COMMERCIAL
2018000036036,01/30/2018,430,01/30/2018,742,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M1,DOWNTOWN COMMERCIAL
2018000035956,01/30/2018,543,01/30/2018,543,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L3,LAKECITY
2018000036796,01/30/2018,700,01/30/2018,1624,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D1,BELLTOWN
2018000036025,01/30/2018,710,01/30/2018,813,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,D,D1,BELLTOWN
2018000036016,01/30/2018,724,01/30/2018,724,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B2,FREMONT
2018000036017,01/30/2018,726,01/30/2018,741,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J1,GREENWOOD
2018000036401,01/30/2018,745,01/30/2018,1237,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2018000035991,01/30/2018,749,01/30/2018,749,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
