Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
2.018E+12,2/1/18,0,3/1/18,1745,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B3,WALLINGFORD
2.018E+12,2/1/18,1,2/28/18,2211,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R1,NORTH BEACON HILL
2.018E+12,2/1/18,1,2/2/18,715,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F1,COMMERCIAL DUWAMISH
2.018E+13,2/1/18,1,6/28/18,907,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2.018E+12,2/1/18,1,3/3/18,1900,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2.018E+13,2/1/18,1,4/19/18,1651,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G1,FIRST HILL
2.018E+12,2/1/18,28,2/1/18,28,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,L,L1,LAKECITY
2.018E+12,2/1/18,100,2/1/18,1743,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L2,NORTHGATE
2.018E+12,2/1/18,200,2/5/18,1111,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B3,FREMONT
2.018E+12,2/1/18,400,2/1/18,830,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/1/18,600,2/1/18,1556,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
2.018E+12,2/1/18,600,2/3/18,1339,THEFT-BICYCLE,THEFT-BICYCLE,WEST,K,K2,PIONEER SQUARE
2.018E+12,2/1/18,620,2/1/18,634,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,NORTHGATE
2.018E+13,2/1/18,645,2/1/18,1118,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F2,SOUTH DELRIDGE
2.018E+12,2/1/18,700,2/1/18,1610,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L3,SANDPOINT
2.018E+12,2/1/18,700,2/2/18,1153,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E3,CAPITOL HILL
2.018E+12,2/1/18,700,2/2/18,1808,MOTOR VEHICLE THEFT,VEH-THEFT-TRAILER,SOUTH,R,R3,HILLMAN CITY
2.018E+13,2/1/18,726,2/8/18,1409,THEFT-ALL OTHER,THEFT-MAIL,NORTH,N,N2,BITTERLAKE
2.018E+13,2/1/18,750,2/23/18,809,THEFT-BICYCLE,THEFT-BICYCLE,WEST,D,D1,SLU/CASCADE
2.018E+12,2/1/18,800,2/2/18,1542,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,SOUTH PARK
2.018E+12,2/1/18,800,2/11/18,1210,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTH,R,R1,NORTH BEACON HILL
2.018E+13,2/1/18,800,7/22/18,1728,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D3,SLU/CASCADE
2.018E+12,2/1/18,822,2/1/18,822,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/1/18,900,2/5/18,1809,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,K,K2,PIONEER SQUARE
2.018E+13,2/1/18,900,4/12/18,1338,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E3,FIRST HILL
2.018E+12,2/1/18,954,2/1/18,954,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R1,NORTH BEACON HILL
2.018E+12,2/1/18,1004,2/1/18,1004,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,L,L2,NORTHGATE
2.018E+12,2/1/18,1025,2/1/18,1035,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/1/18,1032,2/1/18,1032,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,R,R2,MOUNT BAKER
2.018E+12,2/1/18,1045,2/1/18,1246,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W1,ALKI
2.018E+12,2/1/18,1100,2/6/18,1151,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NORTHGATE
2.018E+12,2/1/18,1115,2/1/18,1249,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,2/1/18,1127,2/3/18,2009,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,NEW HOLLY
2.018E+13,2/1/18,1135,2/1/18,1141,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2.018E+12,2/1/18,1200,2/3/18,1212,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,MORGAN
2.018E+12,2/1/18,1200,2/8/18,2124,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BALLARD SOUTH
2.018E+13,2/1/18,1200,5/14/18,1025,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+13,2/1/18,1200,5/8/18,1807,THEFT-BUILDING,THEFT-BUILDING,NORTH,B,B3,WALLINGFORD
2.018E+13,2/1/18,1200,5/5/18,1642,THEFT-ALL OTHER,THEFT-MAIL,NORTH,L,L1,LAKECITY
2.018E+13,2/1/18,1200,5/16/18,1520,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D2,QUEEN ANNE
2.018E+13,2/1/18,1200,4/17/18,1713,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B1,BALLARD SOUTH
2.018E+13,2/1/18,1200,10/10/18,1113,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F1,HIGH POINT
2.018E+13,2/1/18,1215,2/6/18,1357,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH
2.018E+12,2/1/18,1230,2/1/18,1235,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+12,2/1/18,1230,2/4/18,1524,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/1/18,1322,2/28/18,1322,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E2,CAPITOL HILL
2.018E+12,2/1/18,1333,2/1/18,1436,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W3,MORGAN
2.018E+12,2/1/18,1343,2/1/18,1343,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
2.018E+12,2/1/18,1400,2/1/18,2137,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R2,MOUNT BAKER
2.018E+12,2/1/18,1415,2/2/18,451,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CAPITOL HILL
2.018E+12,2/1/18,1500,2/5/18,1704,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BALLARD SOUTH
2.018E+13,2/1/18,1505,2/1/18,1517,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F2,SOUTH DELRIDGE
2.018E+12,2/1/18,1506,2/1/18,1506,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,D,D2,QUEEN ANNE
2.018E+12,2/1/18,1520,2/27/18,1457,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2.018E+12,2/1/18,1522,2/1/18,2022,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,NORTH DELRIDGE
2.018E+12,2/1/18,1541,2/1/18,1541,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/1/18,1548,2/1/18,1548,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C2,MONTLAKE/PORTAGE BAY
2.018E+12,2/1/18,1600,2/2/18,252,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J1,GREENWOOD
2.018E+12,2/1/18,1600,2/1/18,2157,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D3,SLU/CASCADE
2.018E+12,2/1/18,1600,2/5/18,1512,THEFT-BUILDING,THEFT-BUILDING,SOUTH,R,R3,COLUMBIA CITY
2.018E+13,2/1/18,1605,2/2/18,1216,THEFT-BICYCLE,THEFT-BICYCLE,EAST,C,C2,MILLER PARK
2.018E+13,2/1/18,1611,2/7/18,1800,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/1/18,1615,2/1/18,1745,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/1/18,1623,2/1/18,1814,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+12,2/1/18,1626,2/1/18,2257,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/1/18,1630,2/2/18,612,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,WALLINGFORD
2.018E+12,2/1/18,1650,2/1/18,1650,THEFT-BUILDING,THEFT-BUILDING,EAST,G,G1,FIRST HILL
2.018E+12,2/1/18,1655,2/1/18,1911,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,ROOSEVELT/RAVENNA
2.018E+12,2/1/18,1700,2/2/18,1342,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
2.018E+13,2/1/18,1840,4/30/18,1844,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/1/18,1900,2/6/18,2329,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,BALLARD NORTH
2.018E+12,2/1/18,1900,2/2/18,1427,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/1/18,1908,2/1/18,1908,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F2,SOUTH DELRIDGE
2.018E+12,2/1/18,1911,2/1/18,1911,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,FREMONT
2.018E+12,2/1/18,1912,2/1/18,1912,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,NEW HOLLY
2.018E+13,2/1/18,1920,2/2/18,1929,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U1,UNIVERSITY
2.018E+13,2/1/18,1930,2/2/18,1140,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL
2.018E+12,2/1/18,1930,2/1/18,2255,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D3,SLU/CASCADE
2.018E+12,2/1/18,1955,2/1/18,1957,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+12,2/1/18,2034,2/11/18,2034,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,LAKEWOOD/SEWARD PARK
2.018E+12,2/1/18,2045,2/1/18,2050,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R2,MOUNT BAKER
2.018E+12,2/1/18,2100,2/2/18,725,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/1/18,2100,2/2/18,1021,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
2.018E+12,2/1/18,2107,2/2/18,1417,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/1/18,2115,2/1/18,2130,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,GENESEE
2.018E+12,2/1/18,2125,2/1/18,2125,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W3,MORGAN
2.018E+12,2/1/18,2200,2/2/18,1748,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,UNIVERSITY
2.018E+12,2/1/18,2200,2/2/18,932,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,EAST,C,C1,CAPITOL HILL
2.018E+13,2/1/18,2230,3/12/18,1314,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,PIONEER SQUARE
2.018E+12,2/1/18,2230,2/2/18,1318,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,UNKNOWN,,,UNKNOWN
2.018E+12,2/1/18,2255,2/1/18,2255,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NORTHGATE
2.018E+12,2/1/18,2300,2/5/18,1704,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,F,F1,PIGEON POINT
2.018E+12,2/1/18,2300,2/2/18,1621,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,WALLINGFORD
2.018E+12,2/1/18,2300,2/2/18,2141,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R2,CLAREMONT/RAINIER VISTA
2.018E+13,2/1/18,2315,2/5/18,1140,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/2/18,0,2/12/18,1149,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+12,2/2/18,1200,2/14/18,1055,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+12,2/2/18,1200,2/9/18,1032,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BALLARD NORTH
2.018E+13,2/2/18,1234,5/30/18,2134,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+12,2/2/18,1257,2/3/18,1150,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K1,DOWNTOWN COMMERCIAL
2.018E+12,2/2/18,1307,2/2/18,1307,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U1,ROOSEVELT/RAVENNA
2.018E+13,2/2/18,1330,4/12/18,1908,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,BALLARD SOUTH
2.018E+12,2/2/18,1340,2/5/18,2341,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W1,NORTH DELRIDGE
2.018E+12,2/2/18,1400,2/3/18,2320,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,S,S1,NEW HOLLY
2.018E+12,2/2/18,1414,2/2/18,1454,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,WEST,Q,Q3,SLU/CASCADE
2.018E+12,2/2/18,1445,2/2/18,1704,ROBBERY-STREET,ROBBERY-STREET-GUN,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
2.018E+12,2/2/18,1500,2/5/18,658,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/2/18,1500,2/5/18,2000,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,NEW HOLLY
2.018E+12,2/2/18,1503,2/2/18,1503,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/2/18,1512,2/2/18,1512,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CAPITOL HILL
2.018E+12,2/2/18,1530,2/4/18,1031,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,EAST,G,G1,FIRST HILL
2.018E+12,2/2/18,1600,2/7/18,1826,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,SOUTHWEST,W,W3,FAUNTLEROY SW
2.018E+12,2/2/18,1600,2/5/18,907,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B3,WALLINGFORD
2.018E+12,2/2/18,1600,2/5/18,846,MOTOR VEHICLE THEFT,VEH-THEFT-TRAILER,SOUTH,R,R1,NORTH BEACON HILL
2.018E+13,2/2/18,1618,2/2/18,1648,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+12,2/2/18,1645,2/2/18,1841,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/2/18,1700,2/4/18,1206,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,E,E2,CAPITOL HILL
2.018E+12,2/2/18,1700,2/6/18,1818,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W3,MORGAN
2.018E+12,2/2/18,1700,2/3/18,1237,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH
2.018E+12,2/2/18,1700,2/3/18,1949,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S3,RAINIER VIEW
2.018E+12,2/2/18,1720,2/2/18,1728,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
2.018E+12,2/2/18,1750,2/2/18,2126,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/2/18,1800,2/3/18,1239,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,L,L1,NORTHGATE
2.018E+12,2/2/18,1800,2/2/18,1914,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+12,2/2/18,1800,2/3/18,610,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/2/18,1800,2/3/18,1540,THEFT-BUILDING,THEFT-BUILDING,UNKNOWN,,,UNKNOWN
2.018E+12,2/2/18,1841,2/2/18,1841,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL
2.018E+12,2/2/18,1856,2/2/18,1856,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/2/18,1900,2/3/18,1122,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,COLUMBIA CITY
2.018E+13,2/2/18,1905,2/5/18,1328,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+12,2/2/18,1906,2/2/18,1906,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/2/18,0,2/10/18,1022,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,L,L3,SANDPOINT
2.018E+12,2/2/18,0,2/2/18,1558,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,EAST,E,E2,FIRST HILL
2.018E+12,2/2/18,0,2/6/18,1937,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W1,NORTH ADMIRAL
2.018E+12,2/2/18,0,2/2/18,841,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/2/18,1,2/4/18,1738,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N1,BITTERLAKE
2.018E+12,2/2/18,18,2/2/18,18,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+12,2/2/18,45,2/3/18,530,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
2.018E+12,2/2/18,151,2/2/18,151,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,L,L3,LAKECITY
2.018E+12,2/2/18,200,2/7/18,1051,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U2,UNIVERSITY
2.018E+12,2/2/18,300,2/2/18,340,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,SOUTH PARK
2.018E+12,2/2/18,309,2/9/18,1600,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,G,G1,FIRST HILL
2.018E+12,2/2/18,400,2/2/18,907,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,ROOSEVELT/RAVENNA
2.018E+12,2/2/18,450,2/2/18,450,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+12,2/2/18,507,2/2/18,507,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
2.018E+12,2/2/18,600,2/2/18,2112,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/2/18,631,2/2/18,633,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/2/18,800,2/2/18,2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
2.018E+12,2/2/18,810,2/2/18,1323,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/2/18,811,2/2/18,1141,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,D,D1,SLU/CASCADE
2.018E+12,2/2/18,834,2/2/18,834,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U2,UNIVERSITY
2.018E+12,2/2/18,850,2/2/18,858,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2.018E+12,2/2/18,900,2/5/18,2004,MOTOR VEHICLE THEFT,VEH-THEFT-MTRCYCLE,NORTH,U,U2,UNIVERSITY
2.018E+12,2/2/18,900,2/2/18,1946,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER BEACH
2.018E+12,2/2/18,915,2/2/18,915,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/2/18,1000,2/7/18,2116,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,R,R1,NORTH BEACON HILL
2.018E+13,2/2/18,1030,2/7/18,1538,THEFT-BUILDING,THEFT-BUILDING,SOUTH,R,R3,COLUMBIA CITY
2.018E+12,2/2/18,1100,2/5/18,1513,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,SOUTHWEST,W,W2,MORGAN
2.018E+12,2/2/18,1100,2/5/18,1117,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K2,DOWNTOWN COMMERCIAL
2.018E+12,2/2/18,1112,2/2/18,1116,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R2,MOUNT BAKER
2.018E+13,2/2/18,1155,2/5/18,13,THEFT-BICYCLE,THEFT-BICYCLE,EAST,E,E2,FIRST HILL
2.018E+13,2/2/18,1200,2/3/18,934,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/2/18,1200,2/5/18,1336,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W2,ALKI
2.018E+12,2/2/18,1200,2/5/18,1129,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,N,N2,BITTERLAKE
2.018E+12,2/2/18,2000,2/3/18,946,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B2,PHINNEY RIDGE
2.018E+12,2/2/18,2000,2/3/18,1310,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/2/18,2000,2/4/18,1832,THEFT-BICYCLE,THEFT-BICYCLE,EAST,C,C1,CAPITOL HILL
2.018E+12,2/2/18,2000,2/17/18,2203,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F1,NORTH DELRIDGE
2.018E+12,2/2/18,2005,2/2/18,2356,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+12,2/2/18,2014,2/2/18,2014,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/2/18,2052,2/2/18,2135,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,R,R2,NORTH BEACON HILL
2.018E+12,2/2/18,2100,2/7/18,725,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+12,2/2/18,2153,2/2/18,2153,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2.018E+12,2/2/18,2200,2/4/18,12,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E3,FIRST HILL
2.018E+12,2/2/18,2215,2/2/18,2235,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W1,NORTH ADMIRAL
2.018E+12,2/2/18,2230,2/3/18,858,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F3,SOUTH PARK
2.018E+12,2/2/18,2345,2/2/18,2345,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,S,S2,BRIGHTON/DUNLAP
2.018E+12,2/3/18,0,2/4/18,1203,THEFT-BUILDING,THEFT-BUILDING,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
2.018E+12,2/3/18,0,2/6/18,1427,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2.018E+12,2/3/18,0,2/5/18,1520,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U3,SANDPOINT
2.018E+13,2/3/18,30,2/5/18,858,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E3,FIRST HILL
2.018E+12,2/3/18,212,2/3/18,320,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/3/18,400,2/3/18,1133,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
2.018E+12,2/3/18,613,2/3/18,613,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER BEACH
